"round","pid","action","group_size","previous_decision","num_neighbors","session","condition","fluid_dummy","empanel_id"
2,"VJyZMbUX",1,21,0,6,"e1.5_2017-09-06","Fluid",1,"4210177559_78419_01"
2,"Xu1iETkg",1,21,1,8,"e1.5_2017-09-06","Fluid",1,"4198746872_78419_01"
2,"ZZXk3eCC",1,21,1,13,"e1.5_2017-09-06","Fluid",1,"4183007714_78419_01"
3,"16hkBHE1",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"4198730040_78419_01"
3,"1RCOHcfE",1,21,1,12,"e1.5_2017-09-06","Fluid",1,"111400_3992_01"
3,"2Ls5Rpdm",1,21,1,12,"e1.5_2017-09-06","Fluid",1,"4198746100_78419_01"
3,"4MEMPAHc",1,21,1,14,"e1.5_2017-09-06","Fluid",1,"4148905031_78419_01"
3,"6eq39r0t",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"1590401214_78419_01"
3,"7tq3tbUd",0,21,0,9,"e1.5_2017-09-06","Fluid",1,"1586698951_78419_01"
3,"Aosqpm7K",1,21,1,13,"e1.5_2017-09-06","Fluid",1,"4198745311_78419_01"
3,"c6i3AAwk",1,21,1,13,"e1.5_2017-09-06","Fluid",1,"4198734039_78419_01"
3,"ctPYgH2O",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"4209524955_78419_01"
3,"Gvw2kAUr",1,21,0,10,"e1.5_2017-09-06","Fluid",1,"006297_S01_HH"
3,"HDIRa6VS",1,21,1,12,"e1.5_2017-09-06","Fluid",1,"4135951463_78419_01"
3,"L3XqYDJz",1,21,1,11,"e1.5_2017-09-06","Fluid",1,"008751_S01_HH"
3,"LYgovvuG",1,21,1,11,"e1.5_2017-09-06","Fluid",1,"028085_S01_HH"
3,"OmtdCXCq",1,21,1,11,"e1.5_2017-09-06","Fluid",1,"4224774627_78419_01"
3,"QqZJQqSV",1,21,1,13,"e1.5_2017-09-06","Fluid",1,"1104441209_23694_01"
3,"S9a33uXU",1,21,1,14,"e1.5_2017-09-06","Fluid",1,"4191195351_5107_01"
3,"uaj5qefo",1,21,1,13,"e1.5_2017-09-06","Fluid",1,"4209514667_78419_01"
3,"uXJWcSH5",1,21,1,13,"e1.5_2017-09-06","Fluid",1,"025702_S01_HH"
3,"VJyZMbUX",1,21,1,11,"e1.5_2017-09-06","Fluid",1,"4210177559_78419_01"
3,"Xu1iETkg",1,21,1,11,"e1.5_2017-09-06","Fluid",1,"4198746872_78419_01"
3,"ZZXk3eCC",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"4183007714_78419_01"
4,"16hkBHE1",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"4198730040_78419_01"
4,"1RCOHcfE",1,21,1,13,"e1.5_2017-09-06","Fluid",1,"111400_3992_01"
4,"2Ls5Rpdm",1,21,1,12,"e1.5_2017-09-06","Fluid",1,"4198746100_78419_01"
4,"4MEMPAHc",1,21,1,14,"e1.5_2017-09-06","Fluid",1,"4148905031_78419_01"
4,"6eq39r0t",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"1590401214_78419_01"
4,"7tq3tbUd",0,21,0,8,"e1.5_2017-09-06","Fluid",1,"1586698951_78419_01"
4,"Aosqpm7K",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"4198745311_78419_01"
4,"c6i3AAwk",1,21,1,14,"e1.5_2017-09-06","Fluid",1,"4198734039_78419_01"
4,"ctPYgH2O",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"4209524955_78419_01"
4,"Gvw2kAUr",1,21,1,13,"e1.5_2017-09-06","Fluid",1,"006297_S01_HH"
4,"HDIRa6VS",0,21,1,14,"e1.5_2017-09-06","Fluid",1,"4135951463_78419_01"
4,"L3XqYDJz",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"008751_S01_HH"
4,"LYgovvuG",1,21,1,11,"e1.5_2017-09-06","Fluid",1,"028085_S01_HH"
4,"OmtdCXCq",1,21,1,11,"e1.5_2017-09-06","Fluid",1,"4224774627_78419_01"
4,"QqZJQqSV",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"1104441209_23694_01"
4,"S9a33uXU",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"4191195351_5107_01"
4,"uaj5qefo",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"4209514667_78419_01"
4,"uXJWcSH5",1,21,1,14,"e1.5_2017-09-06","Fluid",1,"025702_S01_HH"
4,"VJyZMbUX",1,21,1,13,"e1.5_2017-09-06","Fluid",1,"4210177559_78419_01"
4,"Xu1iETkg",1,21,1,13,"e1.5_2017-09-06","Fluid",1,"4198746872_78419_01"
4,"ZZXk3eCC",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"4183007714_78419_01"
5,"16hkBHE1",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"4198730040_78419_01"
5,"1RCOHcfE",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"111400_3992_01"
5,"2Ls5Rpdm",1,21,1,13,"e1.5_2017-09-06","Fluid",1,"4198746100_78419_01"
5,"4MEMPAHc",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4148905031_78419_01"
5,"6eq39r0t",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"1590401214_78419_01"
5,"7tq3tbUd",1,21,0,6,"e1.5_2017-09-06","Fluid",1,"1586698951_78419_01"
5,"Aosqpm7K",0,21,1,17,"e1.5_2017-09-06","Fluid",1,"4198745311_78419_01"
5,"c6i3AAwk",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"4198734039_78419_01"
5,"ctPYgH2O",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4209524955_78419_01"
5,"Gvw2kAUr",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"006297_S01_HH"
5,"HDIRa6VS",1,21,0,13,"e1.5_2017-09-06","Fluid",1,"4135951463_78419_01"
5,"L3XqYDJz",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"008751_S01_HH"
5,"LYgovvuG",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"028085_S01_HH"
5,"OmtdCXCq",1,21,1,14,"e1.5_2017-09-06","Fluid",1,"4224774627_78419_01"
5,"QqZJQqSV",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"1104441209_23694_01"
5,"S9a33uXU",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4191195351_5107_01"
5,"uaj5qefo",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4209514667_78419_01"
5,"uXJWcSH5",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"025702_S01_HH"
5,"VJyZMbUX",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"4210177559_78419_01"
5,"Xu1iETkg",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"4198746872_78419_01"
