"playerid","round_num","group_coop","decision0d1c","group","condition","session","ingroup","biased","identities","empanel_id"
"2OuLp0f2",1,0,0,"1","Biased-2","e2.3_2017-09-06",0,1,0,"4141910110_78419_01"
"2OuLp0f2",1,1,1,"1","Biased-2","e2.3_2017-09-06",1,1,0,"4141910110_78419_01"
"2QsvgjjE",1,1,0,"0","Biased-2","e2.4_2017-08-27",0,1,0,"4174331532_78419_01"
"2QsvgjjE",1,0,1,"0","Biased-2","e2.4_2017-08-27",1,1,0,"4174331532_78419_01"
"2UIMidzg",1,2,0,"2","Biased-4","e2.1_2017-09-03",1,1,1,"4198750331_78419_01"
"2UIMidzg",1,1,1,"2","Biased-4","e2.1_2017-09-03",0,1,1,"4198750331_78419_01"
"2UIMidzg",1,3,1,"2","Biased-4","e2.1_2017-09-03",0,1,1,"4198750331_78419_01"
"2XmZPU4o",1,3,1,"3","Biased-4","e2.2_2017-08-24",1,1,1,"158212_3992_01"
"2XmZPU4o",1,0,1,"3","Biased-4","e2.2_2017-08-24",0,1,1,"158212_3992_01"
"34nH2Rfu",1,0,1,"1","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4191239682_5107_01"
"34nH2Rfu",1,1,1,"1","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4191239682_5107_01"
"3AYzSo0a",1,1,1,"1","Unbiased-2","e2.6_2017-09-21",1,0,0,"4176631747_78419_01"
"3AYzSo0a",1,0,0,"1","Unbiased-2","e2.6_2017-09-21",0,0,0,"4176631747_78419_01"
"3ClMwfdr",1,0,1,"1","Biased-2","e2.4_2017-09-01",0,1,0,"036403_S01_01"
"3ClMwfdr",1,1,1,"1","Biased-2","e2.4_2017-09-01",1,1,0,"036403_S01_01"
"3IvpNBCR",1,1,1,"0","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"2077831115_78419_01"
"3IvpNBCR",1,0,0,"0","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"2077831115_78419_01"
"3j95iGEm",1,2,1,"1","Biased-4","e2.1_2017-08-28",0,1,1,"4224776595_78419_01"
"3j95iGEm",1,1,1,"1","Biased-4","e2.1_2017-08-28",1,1,1,"4224776595_78419_01"
"3KNPNSX7",1,1,1,"1","Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",1,0,1,"4109816975_78419_01"
"3KNPNSX7",1,0,1,"1","Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",0,0,1,"4109816975_78419_01"
"3NdEZHv2",1,0,1,"1","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"2054170865_78419_01"
"3NdEZHv2",1,1,1,"1","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"2054170865_78419_01"
"3NPNzJYf",1,1,0,"0","Unbiased-2","e2.6_2017-09-16",0,0,0,"1887154303_78419_01"
"3x8dNpDD",1,2,1,"2","Biased-4","e2.1_2017-08-24",1,1,1,"4142223226_78419_01"
"3x8dNpDD",1,3,1,"2","Biased-4","e2.1_2017-08-24",0,1,1,"4142223226_78419_01"
"3x8dNpDD",1,0,1,"2","Biased-4","e2.1_2017-08-24",0,1,1,"4142223226_78419_01"
"44b4OLuC",1,1,1,"1","Unbiased-4","e2.5_2017-09-07",1,0,1,"4198747815_78419_01"
"44b4OLuC",1,2,1,"1","Unbiased-4","e2.5_2017-09-07",0,0,1,"4198747815_78419_01"
"44b4OLuC",1,3,1,"1","Unbiased-4","e2.5_2017-09-07",0,0,1,"4198747815_78419_01"
"49Jqer6s",1,3,1,"3","Biased-4","e2.1_2017-08-24",1,1,1,"004346_S01_HH"
"49Jqer6s",1,2,1,"3","Biased-4","e2.1_2017-08-24",0,1,1,"004346_S01_HH"
"49Jqer6s",1,0,1,"3","Biased-4","e2.1_2017-08-24",0,1,1,"004346_S01_HH"
"4LxH222e",1,2,0,"2","Biased-4","e2.1_2017-08-28",1,1,1,"057143_S02_02"
"4LxH222e",1,1,0,"2","Biased-4","e2.1_2017-08-28",0,1,1,"057143_S02_02"
"4nSFdQzt",1,3,0,"2","Unbiased-4","e2.5_2017-09-07",0,0,1,"4142236355_78419_01"
"4nSFdQzt",1,2,1,"2","Unbiased-4","e2.5_2017-09-07",1,0,1,"4142236355_78419_01"
"4nSFdQzt",1,0,0,"2","Unbiased-4","e2.5_2017-09-07",0,0,1,"4142236355_78419_01"
"4nSFdQzt",1,1,0,"2","Unbiased-4","e2.5_2017-09-07",0,0,1,"4142236355_78419_01"
"4rAYLpiK",1,3,1,"3","Biased-4","e2.1_2017-08-28",1,1,1,"4182991699_78419_01"
"4rAYLpiK",1,2,1,"3","Biased-4","e2.1_2017-08-28",0,1,1,"4182991699_78419_01"
"4rAYLpiK",1,1,1,"3","Biased-4","e2.1_2017-08-28",0,1,1,"4182991699_78419_01"
"5Dc9pgMR",1,1,1,"1","Biased-2","e2.3_2017-08-31",1,1,0,"1869079206_78419_01"
"5fZVsRyY",1,3,1,"3","Biased-4","e2.2_2017-08-24",1,1,1,"1666766099_78419_01"
"5fZVsRyY",1,1,1,"3","Biased-4","e2.2_2017-08-24",0,1,1,"1666766099_78419_01"
"5fZVsRyY",1,0,1,"3","Biased-4","e2.2_2017-08-24",0,1,1,"1666766099_78419_01"
"5opbRaZs",1,3,1,"2","Biased-4","e2.1_2017-08-28",0,1,1,"4210180698_78419_01"
"5opbRaZs",1,2,1,"2","Biased-4","e2.1_2017-08-28",1,1,1,"4210180698_78419_01"
"5opbRaZs",1,1,1,"2","Biased-4","e2.1_2017-08-28",0,1,1,"4210180698_78419_01"
"5opbRaZs",1,0,1,"2","Biased-4","e2.1_2017-08-28",0,1,1,"4210180698_78419_01"
"5RdkjzSJ",1,1,1,"3","Unbiased-4","experiment-2.5-unbiased-4-01_10603.csv",0,0,1,"4224788849_78419_01"
"5RdkjzSJ",1,3,1,"3","Unbiased-4","experiment-2.5-unbiased-4-01_10603.csv",1,0,1,"4224788849_78419_01"
"5RdkjzSJ",1,2,1,"3","Unbiased-4","experiment-2.5-unbiased-4-01_10603.csv",0,0,1,"4224788849_78419_01"
"5SzOC8Ys",1,2,1,"1","Biased-4","e2.4_2017-08-21",0,1,1,"1104966268_23694_01"
"5SzOC8Ys",1,1,1,"1","Biased-4","e2.4_2017-08-21",1,1,1,"1104966268_23694_01"
"60NY1G5E",1,1,1,"1","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",1,0,1,"4141908146_78419_01"
"60NY1G5E",1,0,1,"1","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4141908146_78419_01"
"60NY1G5E",1,2,1,"1","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4141908146_78419_01"
"66fX2Bg0",1,1,0,"0","Biased-2","e2.4_2017-08-31",0,1,0,"4222263686_78419_01"
"66fX2Bg0",1,0,1,"0","Biased-2","e2.4_2017-08-31",1,1,0,"4222263686_78419_01"
"66YrZSAn",1,1,1,"1","Biased-2","e2.3_2017-09-06",1,1,0,"4191215279_5107_01"
"66YrZSAn",1,0,1,"1","Biased-2","e2.3_2017-09-06",0,1,0,"4191215279_5107_01"
"6eq39r0t",1,0,1,"0","Biased-2","e2.4_2017-08-31",1,1,0,"1590401214_78419_01"
"6JIL2yNa",1,1,1,"0","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"4198730650_78419_01"
"6JIL2yNa",1,0,1,"0","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4198730650_78419_01"
"6SKvaVfm",1,1,1,"1","Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",1,0,1,"4142218212_78419_01"
"6SKvaVfm",1,0,0,"1","Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",0,0,1,"4142218212_78419_01"
"6SKvaVfm",1,2,1,"1","Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",0,0,1,"4142218212_78419_01"
"6ZVMaC6S",1,1,1,"0","Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",0,0,1,"4017581645_78914_01"
"7DsUVios",1,1,1,"1","Biased-2","e2.3_2017-08-28",1,1,0,"4182928698_78419_01"
"7DsUVios",1,0,1,"1","Biased-2","e2.3_2017-08-28",0,1,0,"4182928698_78419_01"
"7JLSGlin",1,1,0,"1","Unbiased-4","e2.5_2017-09-07",1,0,1,"082300_S02_01"
"7JLSGlin",1,3,0,"1","Unbiased-4","e2.5_2017-09-07",0,0,1,"082300_S02_01"
"7JLSGlin",1,2,1,"1","Unbiased-4","e2.5_2017-09-07",0,0,1,"082300_S02_01"
"7JLSGlin",1,0,0,"1","Unbiased-4","e2.5_2017-09-07",0,0,1,"082300_S02_01"
"7juY46GW",1,0,1,"0","Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"1638367265_78419_01"
"7oVIAWsh",1,1,1,"1","Unbiased-2","e2.6_2017-09-16",1,0,0,"4141879666_78419_01"
"7oVIAWsh",1,0,1,"1","Unbiased-2","e2.6_2017-09-16",0,0,0,"4141879666_78419_01"
"7SiuC6aO",1,3,1,"3","Biased-4","e2.1_2017-08-24",1,1,1,"4128106335_78419_01"
"7SiuC6aO",1,2,1,"3","Biased-4","e2.1_2017-08-24",0,1,1,"4128106335_78419_01"
"8IV3mrD4",1,2,1,"2","Biased-4","e2.1_2017-08-23",1,1,1,"4141907227_78419_01"
"8kxvYnNW",1,1,1,"1","Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",1,0,1,"038249_S01_HH"
"8kxvYnNW",1,0,1,"1","Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",0,0,1,"038249_S01_HH"
"8PHZppon",1,0,1,"0","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4224787927_78419_01"
"8PHZppon",1,1,1,"0","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"4224787927_78419_01"
"8pzsNrYu",1,1,1,"1","Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",1,0,1,"1789396587_78419_01"
"8pzsNrYu",1,0,1,"1","Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",0,0,1,"1789396587_78419_01"
"8QvFHvPV",1,2,1,"1","Biased-4","e2.1_2017-08-23",0,1,1,"1746281748_78419_01"
"8QvFHvPV",1,1,1,"1","Biased-4","e2.1_2017-08-23",1,1,1,"1746281748_78419_01"
"8SAdCbGE",1,1,1,"1","Biased-2","e2.4_2017-09-01",1,1,0,"4182992005_78419_01"
"8SAdCbGE",1,0,1,"1","Biased-2","e2.4_2017-09-01",0,1,0,"4182992005_78419_01"
"8yCrrB8u",1,0,1,"1","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4142220444_78419_01"
"8yCrrB8u",1,1,1,"1","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4142220444_78419_01"
"91g87Ftc",1,1,1,"0","Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"111636_3992_01"
"9hMkPcRq",1,1,1,"0","Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",0,0,1,"008072_S01_01"
"9hMkPcRq",1,2,1,"0","Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",0,0,1,"008072_S01_01"
"9TJO1tjc",1,3,0,"2","Biased-4","e2.4_2017-08-21",0,1,1,"4182993715_78419_01"
"9TJO1tjc",1,1,1,"2","Biased-4","e2.4_2017-08-21",0,1,1,"4182993715_78419_01"
"9zlTPaa5",1,3,1,"2","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"024442_S01_HH"
"9zlTPaa5",1,1,1,"2","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"024442_S01_HH"
"9zlTPaa5",1,0,1,"2","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"024442_S01_HH"
"9zlTPaa5",1,2,1,"2","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",1,0,1,"024442_S01_HH"
"a1b0CU0H",1,0,1,"0","Unbiased-2","e2.6_2017-09-16",1,0,0,"86081497_23694_01"
"a1b0CU0H",1,1,1,"0","Unbiased-2","e2.6_2017-09-16",0,0,0,"86081497_23694_01"
"a89vyAFL",1,2,1,"2","Biased-4","e2.1_2017-09-03",1,1,1,"86042049_23694_01"
"a9Cdpthg",1,1,1,"0","Unbiased-2","experiment-2.6-unbiased-2-04_10662.csv",0,0,0,"4205984826_78419_01"
"a9Cdpthg",1,0,1,"0","Unbiased-2","experiment-2.6-unbiased-2-04_10662.csv",1,0,0,"4205984826_78419_01"
"a9wxWHuc",1,2,0,"2","Biased-4","e2.1_2017-08-23",1,1,1,"4128112508_78419_01"
"a9wxWHuc",1,0,1,"2","Biased-4","e2.1_2017-08-23",0,1,1,"4128112508_78419_01"
"aGLDOR3v",1,1,1,"0","Biased-2","e2.4_2017-08-27",0,1,0,"1975420046_78419_01"
"aGLDOR3v",1,0,1,"0","Biased-2","e2.4_2017-08-27",1,1,0,"1975420046_78419_01"
"Aosqpm7K",1,3,1,"0","Biased-4","e2.1_2017-08-24",0,1,1,"4198745311_78419_01"
"Aosqpm7K",1,2,1,"0","Biased-4","e2.1_2017-08-24",0,1,1,"4198745311_78419_01"
"Aosqpm7K",1,0,1,"0","Biased-4","e2.1_2017-08-24",1,1,1,"4198745311_78419_01"
"apvWe04N",1,0,1,"0","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4182996682_78419_01"
"apvWe04N",1,1,0,"0","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4182996682_78419_01"
"AYd5OgAp",1,0,0,"0","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4098586458_78419_01"
"AYd5OgAp",1,1,1,"0","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4098586458_78419_01"
"aZ7ejSR5",1,1,0,"1","Biased-2","e2.4_2017-09-01",1,1,0,"4083284137_78914_01"
"aZ7ejSR5",1,0,0,"1","Biased-2","e2.4_2017-09-01",0,1,0,"4083284137_78914_01"
"b3pCCPJi",1,1,1,"0","Unbiased-2","e2.6_2017-09-09",0,0,0,"4142196852_78419_01"
"b3pCCPJi",1,0,1,"0","Unbiased-2","e2.6_2017-09-09",1,0,0,"4142196852_78419_01"
"B8nQCJnk",1,3,0,"1","Biased-4","e2.4_2017-08-21",0,1,1,"4222264061_78419_01"
"B8nQCJnk",1,2,0,"1","Biased-4","e2.4_2017-08-21",0,1,1,"4222264061_78419_01"
"B8nQCJnk",1,1,0,"1","Biased-4","e2.4_2017-08-21",1,1,1,"4222264061_78419_01"
"BbnkOQzz",1,1,0,"0","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4205982971_78419_01"
"BbnkOQzz",1,0,1,"0","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4205982971_78419_01"
"bEE8F3wB",1,1,1,"1","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4083295366_5107_01"
"bEE8F3wB",1,0,1,"1","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"4083295366_5107_01"
"bImZpw3M",1,1,1,"1","Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"4209526342_78419_01"
"bImZpw3M",1,0,1,"1","Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"4209526342_78419_01"
"BLMYbFQS",1,1,1,"0","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"4098582171_78419_01"
"BLMYbFQS",1,0,1,"0","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4098582171_78419_01"
"BTfBuNtB",1,0,1,"3","Biased-4","e2.1_2017-09-01",0,1,1,"4069202132_78914_01"
"BTfBuNtB",1,3,1,"3","Biased-4","e2.1_2017-09-01",1,1,1,"4069202132_78914_01"
"Bw1qUHff",1,3,0,"1","Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",0,0,1,"4175678313_92326_01"
"Bw1qUHff",1,1,1,"1","Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",1,0,1,"4175678313_92326_01"
"Bw1qUHff",1,0,0,"1","Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",0,0,1,"4175678313_92326_01"
"BYpYNLYZ",1,1,1,"1","Biased-2","e2.4_2017-08-27",1,1,0,"060507_S02_02"
"BYpYNLYZ",1,0,1,"1","Biased-2","e2.4_2017-08-27",0,1,0,"060507_S02_02"
"c12dj6al",1,0,1,"0","Unbiased-2","e2.6_2017-09-16",1,0,0,"4175676577_92326_01"
"c12dj6al",1,1,1,"0","Unbiased-2","e2.6_2017-09-16",0,0,0,"4175676577_92326_01"
"c2a1ApB4",1,3,1,"3","Biased-4","e2.1_2017-08-24",1,1,1,"4210171182_78419_01"
"c2a1ApB4",1,2,0,"3","Biased-4","e2.1_2017-08-24",0,1,1,"4210171182_78419_01"
"c2a1ApB4",1,0,0,"3","Biased-4","e2.1_2017-08-24",0,1,1,"4210171182_78419_01"
"c6i3AAwk",1,1,1,"1","Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"4198734039_78419_01"
"c6i3AAwk",1,0,1,"1","Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"4198734039_78419_01"
"cCWpfNHl",1,1,1,"1","Biased-2","e2.4_2017-08-27",1,1,0,"088523_S02_01"
"cCWpfNHl",1,0,0,"1","Biased-2","e2.4_2017-08-27",0,1,0,"088523_S02_01"
"CDitEj5Y",1,0,1,"0","Biased-2","e2.3_2017-08-28",1,1,0,"4210176701_78419_01"
"CDitEj5Y",1,1,1,"0","Biased-2","e2.3_2017-08-28",0,1,0,"4210176701_78419_01"
"cfHDQFaB",1,2,1,"1","Biased-4","e2.1_2017-08-23",0,1,1,"4209514620_78419_01"
"cfHDQFaB",1,1,1,"1","Biased-4","e2.1_2017-08-23",1,1,1,"4209514620_78419_01"
"Ch87Xjrk",1,1,1,"1","Unbiased-4","experiment-2.5-unbiased-4-01_10603.csv",1,0,1,"4181632737_78419_01"
"Ch87Xjrk",1,2,1,"1","Unbiased-4","experiment-2.5-unbiased-4-01_10603.csv",0,0,1,"4181632737_78419_01"
"Ch87Xjrk",1,3,0,"1","Unbiased-4","experiment-2.5-unbiased-4-01_10603.csv",0,0,1,"4181632737_78419_01"
"CMkZT74c",1,0,0,"1","Unbiased-2","e2.6_2017-09-16",0,0,0,"4182968972_78419_01"
"CSIho5fN",1,1,1,"1","Biased-4","e2.1_2017-09-03",1,1,1,"4175653832_92326_01"
"CSIho5fN",1,3,0,"1","Biased-4","e2.1_2017-09-03",0,1,1,"4175653832_92326_01"
"cSQt54dS",1,1,1,"1","Biased-2","e2.4_2017-08-31",1,1,0,"1724172254_78419_01"
"cW3Xrh7y",1,0,0,"2","Biased-4","e2.1_2017-08-24",0,1,1,"4182959840_78419_01"
"cW3Xrh7y",1,2,1,"2","Biased-4","e2.1_2017-08-24",1,1,1,"4182959840_78419_01"
"cW3Xrh7y",1,3,1,"2","Biased-4","e2.1_2017-08-24",0,1,1,"4182959840_78419_01"
"CwFE3ItX",1,1,1,"0","Biased-2","e2.3_2017-08-31",0,1,0,"4175653757_92326_01"
"CwFE3ItX",1,0,1,"0","Biased-2","e2.3_2017-08-31",1,1,0,"4175653757_92326_01"
"cY25uRlE",1,1,1,"1","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",1,0,1,"1685916020_78419_01"
"cY25uRlE",1,0,1,"1","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"1685916020_78419_01"
"cY25uRlE",1,2,1,"1","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"1685916020_78419_01"
"cY25uRlE",1,3,1,"1","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"1685916020_78419_01"
"CY6DEsRy",1,3,1,"3","Biased-4","e2.4_2017-08-21",1,1,1,"157970_3992_01"
"CY6DEsRy",1,2,1,"3","Biased-4","e2.4_2017-08-21",0,1,1,"157970_3992_01"
"CY6DEsRy",1,1,1,"3","Biased-4","e2.4_2017-08-21",0,1,1,"157970_3992_01"
"D0irM1wA",1,0,1,"0","Biased-2","e2.3_2017-08-28",1,1,0,"4175654735_92326_01"
"D0irM1wA",1,1,1,"0","Biased-2","e2.3_2017-08-28",0,1,0,"4175654735_92326_01"
"d57KJY6M",1,1,1,"0","Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"84097191_23694_02"
"d57KJY6M",1,0,1,"0","Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"84097191_23694_02"
"d6mMbARn",1,1,0,"1","Unbiased-4","experiment-2.5-unbiased-4-01_10603.csv",1,0,1,"1869053023_78419_01"
"d6mMbARn",1,3,1,"1","Unbiased-4","experiment-2.5-unbiased-4-01_10603.csv",0,0,1,"1869053023_78419_01"
"dbeyNtbX",1,1,1,"1","Unbiased-2","e2.6_2017-09-09",1,0,0,"087915_S02_02"
"dbeyNtbX",1,0,0,"1","Unbiased-2","e2.6_2017-09-09",0,0,0,"087915_S02_02"
"dcZXuvm5",1,2,1,"3","Unbiased-4","e2.5_2017-09-07",0,0,1,"4222268922_78419_01"
"dcZXuvm5",1,1,0,"3","Unbiased-4","e2.5_2017-09-07",0,0,1,"4222268922_78419_01"
"dcZXuvm5",1,0,0,"3","Unbiased-4","e2.5_2017-09-07",0,0,1,"4222268922_78419_01"
"Di14AqqS",1,2,1,"3","Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",0,0,1,"79145798_EXP_01"
"Di14AqqS",1,3,1,"3","Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",1,0,1,"79145798_EXP_01"
"diPOf8ra",1,1,0,"2","Biased-4","e2.2_2017-08-24",0,1,1,"4033152806_78914_01"
"diPOf8ra",1,0,0,"2","Biased-4","e2.2_2017-08-24",0,1,1,"4033152806_78914_01"
"diPOf8ra",1,2,1,"2","Biased-4","e2.2_2017-08-24",1,1,1,"4033152806_78914_01"
"DJ8LGEZY",1,1,1,"1","Biased-4","e2.1_2017-09-01",1,1,1,"4224828504_78419_01"
"DJ8zBqDK",1,1,1,"1","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4210183601_78419_01"
"DJ8zBqDK",1,0,1,"1","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"4210183601_78419_01"
